matrix_key,kappa,floor_h,usable_voters,B_size,cell_slack_float,supports,certificate_type,committee,deficit_voter,singleton_margin,worst_price_margin,certificate_detail
67169558949566,3,2 1 1 1 1 2 2 2,1 2 3 4 5 6 7,7,0.0769230769231,124 | 1678 | 13568 | 13578 | 23678 | 45678,fixed coalitionwise price-saturation,1 2 4,6,1/8,3/14,59 coalition domains; 7 x-vertices; 3 base dual vertices
67171737832636,3,2 1 2 1 1 1 1 2,1 2 3 4 5 6 7,7,0.0769230769231,124 | 1347 | 1358 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 4 5,5,1/12,1/4,114 coalition domains; 7 x-vertices; 5 base dual vertices
67229534800433,3,2 1 1 1 1 1 1 1,1 2 3 4 5 6 7 8,8,0.0909090909091,18 | 125 | 136 | 147 | 2348 | 5678,fixed coalitionwise price-saturation,2 3 4,8,1/40,7/15,95 coalition domains; 7 x-vertices; 6 base dual vertices
67233913399860,3,2 1 1 2 1 1 1 1,1 2 4 5 6 7 8,7,0.0769230769231,145 | 126 | 1468 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 5,7,1/12,1/4,122 coalition domains; 7 x-vertices; 5 base dual vertices
67238258986361,3,2 1 1 0 1 1 2 2,1 2 3 5 6 7 8,7,0.0769230769231,178 | 125 | 1367 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 4,7,1/8,1/7,67 coalition domains; 7 x-vertices; 4 base dual vertices
67238295178617,3,2 1 1 1 1 0 2 2,1 2 3 4 5 7 8,7,0.0769230769231,178 | 124 | 1357 | 1358 | 23678 | 45678,fixed coalitionwise price-saturation,2 4 5,7,1/8,1/3,51 coalition domains; 7 x-vertices; 3 base dual vertices
67238295199289,3,2 1 1 1 1 2 1 2,1 2 3 4 5 6 8,7,0.0769230769231,168 | 124 | 1356 | 13578 | 23678 | 45678,fixed coalitionwise price-saturation,2 3 5,8,1/8,1/3,50 coalition domains; 7 x-vertices; 3 base dual vertices
67238295199356,3,2 1 1 1 1 2 2 1,1 2 3 4 5 6 7,7,0.0769230769231,167 | 124 | 13568 | 13578 | 23678 | 45678,fixed coalitionwise price-saturation,1 2 4,6,1/8,1/2,36 coalition domains; 7 x-vertices; 3 base dual vertices
67238295199358,3,2 1 1 1 1 2 2 2,1 2 3 4 5 6 7,7,0.0769230769231,167 | 1248 | 13568 | 13578 | 23678 | 45678,fixed coalitionwise price-saturation,1 2 4,6,1/8,9/14,30 coalition domains; 7 x-vertices; 3 base dual vertices
67238295199359,3,2 1 1 1 1 2 2 3,1 2 3 4 5 6 7,7,0.0769230769231,1678 | 1248 | 13568 | 13578 | 23678 | 45678,fixed coalitionwise price-saturation,1 2 4,6,1/8,3/7,49 coalition domains; 7 x-vertices; 3 base dual vertices
67239350537528,3,2 1 2 1 1 1 1 1,1 2 3 4 5 6 7,7,0.0769230769231,134 | 125 | 1357 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 4,7,1/12,1/3,107 coalition domains; 7 x-vertices; 4 base dual vertices
67298254277169,3,2 1 1 1 1 1 1 1,1 2 3 4 5 6 7 8,8,0.0909090909091,128 | 125 | 136 | 147 | 2348 | 5678,fixed coalitionwise price-saturation,1 3 4,5,1/40,1/5,124 coalition domains; 9 x-vertices; 6 base dual vertices
67371505736755,3,2 1 1 1 1 2 0 2,1 2 3 4 5 6 8,7,0.0769230769231,168 | 1458 | 1246 | 1356 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 5,6,1/8,1/4,57 coalition domains; 7 x-vertices; 3 base dual vertices
67371505736819,3,2 1 1 1 1 2 1 2,1 2 3 4 5 6 8,7,0.0769230769231,1678 | 1458 | 1246 | 1356 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 5,6,1/8,1/4,113 coalition domains; 7 x-vertices; 4 base dual vertices
67373619691132,3,2 1 1 1 1 2 2 1,1 2 3 4 5 6 7,7,0.0769230769231,167 | 1356 | 1248 | 13578 | 23678 | 45678,fixed coalitionwise price-saturation,2 3 5,7,1/8,1/4,40 coalition domains; 7 x-vertices; 3 base dual vertices
67373619691133,3,2 1 1 1 1 2 2 2,1 2 3 4 5 6 7,7,0.0769230769231,1678 | 1356 | 1248 | 13578 | 23678 | 45678,fixed coalitionwise price-saturation,1 2 3,7,1/8,1/3,86 coalition domains; 7 x-vertices; 4 base dual vertices
67374640974904,3,2 1 2 1 1 1 0 1,1 2 3 4 5 6 8,7,0.0769230769231,134 | 135 | 126 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 5,6,1/12,4/15,119 coalition domains; 7 x-vertices; 3 base dual vertices
67508944190840,3,2 1 1 1 1 2 2 1,1 2 3 4 5 6 7,7,0.0769230769231,167 | 1246 | 1247 | 1358 | 23678 | 45678,fixed coalitionwise price-saturation,1 2 4,7,1/8,1/2,51 coalition domains; 7 x-vertices; 5 base dual vertices
67508944190841,3,2 1 1 1 1 2 2 2,1 2 3 4 5 6 7,7,0.0769230769231,1678 | 1246 | 1247 | 1358 | 23678 | 45678,fixed coalitionwise price-saturation,1 2 4,7,1/8,3/14,93 coalition domains; 7 x-vertices; 5 base dual vertices
67577426881332,3,2 2 1 1 1 1 1 1,1 2 5 6 7 8,6,0.1,125 | 126 | 1278 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 4,8,1/12,1/3,122 coalition domains; 7 x-vertices; 4 base dual vertices
67577493998258,3,2 2 1 1 1 1 1 1,1 2 3 5 6 7 8,7,0.0769230769231,125 | 1278 | 1246 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,1 4 5,6,1/12,1/4,122 coalition domains; 7 x-vertices; 4 base dual vertices
67577527814769,3,2 2 1 2 1 1 1 1,1 2 3 5 6 7 8,7,0.0769230769231,1278 | 1245 | 1246 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 4,6,1/12,1/6,122 coalition domains; 7 x-vertices; 6 base dual vertices
67577578179896,3,2 2 1 1 1 1 1 1,1 2 3 4 5 6 7,7,0.0769230769231,124 | 125 | 1267 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 4,7,1/12,1/6,119 coalition domains; 7 x-vertices; 4 base dual vertices
67577578695868,3,2 2 1 1 1 1 1 2,1 2 3 4 5 6 7,7,0.0769230769231,124 | 1267 | 1258 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 3 4,7,1/12,1/3,105 coalition domains; 7 x-vertices; 4 base dual vertices
67577595468926,3,2 2 1 1 1 1 1 2,1 2 3 4 5 6 7,7,0.0769230769231,1267 | 1248 | 1258 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,3 4 5,4,1/12,1/4,114 coalition domains; 7 x-vertices; 4 base dual vertices
102851275332788,3,2 1 2 2 2 1 1 1,1 2 3 4 5 6 7 8,8,0.0833333333333,1346 | 1357 | 1458 | 2345 | 12678 | 345678,fixed coalitionwise price-saturation,1 2 3,2,1/8,22/21,22 coalition domains; 10 x-vertices; 3 base dual vertices
129647542222136,3,2 2 2 2 1 2 1 1,1 2 3 4 5 6 7 8,8,0.0909090909091,1346 | 2346 | 12357 | 12458 | 12678 | 345678,fixed coalitionwise price-saturation,1 3 6,2,1/8,9/14,19 coalition domains; 10 x-vertices; 3 base dual vertices
776794958384,4,0 2 2 2 2 2 1 1,2 3 4 5 6 7 8,7,0.0666666666667,235 | 236 | 456 | 247 | 348 | 5678,fixed coalitionwise price-saturation,2 3 4 5,5,3/14,5/14,109 coalition domains; 7 x-vertices; 2 base dual vertices
31564125883506,4,2 2 1 1 0 2 2 2,1 2 3 4 6 7 8,7,0.0666666666667,127 | 128 | 136 | 246 | 3478 | 5678,fixed coalitionwise price-saturation,1 3 4 6,8,3/14,1/3,113 coalition domains; 7 x-vertices; 4 base dual vertices
31572919258226,4,2 2 2 1 1 1 2 2,1 2 3 4 5 7 8,7,0.0666666666667,127 | 128 | 134 | 235 | 3678 | 45678,fixed coalitionwise price-saturation,1 3 4 5,8,3/14,3/14,106 coalition domains; 7 x-vertices; 4 base dual vertices
32050599074480,4,2 1 2 2 1 2 2 1,1 2 3 4 5 6 7 8,8,0.0769230769231,136 | 127 | 145 | 3467 | 2348 | 5678,fixed coalitionwise price-saturation,1 3 4 5,7,1/10,1/6,123 coalition domains; 11 x-vertices; 5 base dual vertices
32122675309624,4,2 2 2 1 2 2 1 1,1 2 3 4 5 6 7,7,0.0666666666667,125 | 126 | 134 | 3568 | 2378 | 45678,fixed coalitionwise price-saturation,2 3 4 5,5,3/14,5/14,97 coalition domains; 7 x-vertices; 3 base dual vertices
32187183975538,4,2 1 1 2 2 2 2 2,1 2 3 4 5 6 7 8,8,0.0769230769231,147 | 158 | 126 | 3456 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 4 5,6,1/6,1/4,119 coalition domains; 9 x-vertices; 6 base dual vertices
32188004207408,4,2 1 2 2 2 1 2 1,1 2 3 4 5 7 8,7,0.0666666666667,135 | 145 | 127 | 3467 | 2348 | 5678,fixed coalitionwise price-saturation,1 3 4 6,4,3/14,1/3,116 coalition domains; 7 x-vertices; 5 base dual vertices
32257830722352,4,2 2 2 2 1 2 2 1,1 2 3 5 6 7 8,7,0.0666666666667,126 | 135 | 1247 | 3467 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 4 5,7,3/14,1/3,120 coalition domains; 7 x-vertices; 5 base dual vertices
32257933233212,4,2 2 2 1 2 2 1 2,1 2 3 4 5 6 7,7,0.0666666666667,125 | 134 | 1268 | 3568 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 4 5,6,3/14,1/3,110 coalition domains; 7 x-vertices; 4 base dual vertices
32325509753648,4,2 2 2 2 1 2 2 1,1 2 3 5 6 7 8,7,0.0666666666667,135 | 1246 | 1247 | 3467 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 4 5,7,3/14,1/3,111 coalition domains; 7 x-vertices; 4 base dual vertices
32325562453054,4,2 2 2 1 2 2 1 3,1 2 3 4 5 6 7,7,0.0666666666667,134 | 1258 | 1268 | 3568 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 4 5,6,3/14,3/14,102 coalition domains; 7 x-vertices; 4 base dual vertices
32463989131889,4,2 1 2 2 1 1 2 2,1 3 4 5 6 7 8,7,0.0666666666667,178 | 135 | 146 | 2347 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 3 4,8,3/14,1/7,118 coalition domains; 7 x-vertices; 5 base dual vertices
32480332815540,4,2 1 2 2 2 2 2 2,1 2 3 4 5 6 7 8,8,0.0769230769231,136 | 147 | 158 | 2345 | 2678 | 345678,fixed coalitionwise price-saturation,1 3 4 6,7,1/6,1/3,84 coalition domains; 7 x-vertices; 6 base dual vertices
32532708608624,4,2 2 2 2 1 1 2 1,1 2 3 4 5 6 7 8,8,0.0909090909091,127 | 135 | 146 | 2347 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 3 5,7,1/10,1/5,124 coalition domains; 9 x-vertices; 6 base dual vertices
32603676777592,4,2 2 2 1 1 2 2 1,1 2 3 4 5 6 7,7,0.0666666666667,167 | 124 | 135 | 2368 | 2378 | 45678,fixed coalitionwise price-saturation,2 3 4 6,7,3/14,1/3,97 coalition domains; 7 x-vertices; 3 base dual vertices
49295898856568,4,2 2 2 1 1 1 2 2,1 2 3 5 6 7 8,7,0.0666666666667,127 | 135 | 236 | 1248 | 3478 | 5678,fixed coalitionwise price-saturation,1 2 3 5,8,3/14,1/3,124 coalition domains; 7 x-vertices; 4 base dual vertices
49296067206712,4,2 2 2 1 1 2 2 2,1 2 3 4 5 6,6,0.0769230769231,126 | 134 | 235 | 1278 | 3678 | 45678,fixed coalitionwise price-saturation,2 3 4 5,6,3/14,5/14,78 coalition domains; 7 x-vertices; 4 base dual vertices
49714726070832,4,2 2 2 2 2 2 1 1,1 2 5 6 7 8,6,0.0833333333333,125 | 126 | 3456 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,2 3 4 5,5,3/14,5/14,102 coalition domains; 7 x-vertices; 4 base dual vertices
49714759625264,4,2 2 2 2 2 2 1 1,1 2 3 5 6 7 8,7,0.0666666666667,125 | 1246 | 3456 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,1 3 4 5,6,3/14,1/4,116 coalition domains; 7 x-vertices; 4 base dual vertices
49714776402480,4,2 2 2 3 2 2 1 1,1 2 3 5 6 7 8,7,0.0666666666667,1245 | 1246 | 3456 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,2 3 4 5,5,3/14,1/3,115 coalition domains; 7 x-vertices; 6 base dual vertices
49714793179696,4,2 2 2 0 2 2 1 1,1 2 3 5 6 7 8,7,0.0666666666667,125 | 126 | 356 | 137 | 238 | 45678,fixed coalitionwise price-saturation,2 4 5 6,5,3/14,1/3,98 coalition domains; 7 x-vertices; 3 base dual vertices
49714877336624,4,2 2 2 2 2 1 1 1,1 2 3 4 5 6,6,0.0666666666667,124 | 125 | 345 | 136 | 2378 | 45678,fixed coalitionwise price-saturation,2 3 4 5,4,3/14,5/14,84 coalition domains; 7 x-vertices; 3 base dual vertices
49714877336632,4,2 2 2 2 2 1 1 1,1 2 3 4 5 6 7,7,0.0666666666667,124 | 125 | 345 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,2 3 4 5,4,1/6,7/20,76 coalition domains; 7 x-vertices; 3 base dual vertices
49714877336636,4,2 2 2 2 2 1 1 2,1 2 3 4 5 6 7,7,0.0666666666667,124 | 125 | 3458 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,2 3 4 5,4,3/14,5/14,96 coalition domains; 7 x-vertices; 3 base dual vertices
49714877336638,4,2 2 2 2 2 1 1 3,1 2 3 4 5 6 7,7,0.0666666666667,124 | 1258 | 3458 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 3 4 5,5,3/14,5/14,105 coalition domains; 7 x-vertices; 4 base dual vertices
49714877336639,4,2 2 2 2 2 1 1 4,1 2 3 4 5 6 7,7,0.0666666666667,1248 | 1258 | 3458 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,2 3 4 5,4,3/14,5/14,95 coalition domains; 7 x-vertices; 3 base dual vertices
49845654141744,4,2 2 2 1 0 2 2 1,1 2 3 4 6 7 8,7,0.0666666666667,126 | 136 | 237 | 147 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 5 6,7,1/7,5/14,111 coalition domains; 7 x-vertices; 4 base dual vertices
58157490408500,4,2 2 2 1 2 1 1 2,1 2 3 4 5 6 8,7,0.0666666666667,135 | 235 | 128 | 1246 | 3478 | 5678,fixed coalitionwise price-saturation,1 2 3 5,6,1/7,1/4,121 coalition domains; 7 x-vertices; 3 base dual vertices
58157556968760,4,2 2 2 2 1 1 2 2,1 2 3 5 6 7 8,7,0.0666666666667,135 | 236 | 1247 | 1248 | 3478 | 5678,fixed coalitionwise price-saturation,1 2 4 5,7,3/14,3/14,114 coalition domains; 7 x-vertices; 6 base dual vertices
58157641190972,4,2 2 2 1 1 2 2 2,1 2 3 4 5 6 7,7,0.0666666666667,134 | 235 | 1268 | 1278 | 3678 | 45678,fixed coalitionwise price-saturation,2 3 4 5,4,1/12,1/3,88 coalition domains; 7 x-vertices; 4 base dual vertices
58502195874416,4,2 2 1 2 2 1 2 1,1 2 3 4 5 7 8,7,0.0666666666667,127 | 245 | 135 | 1467 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 3 6,4,3/14,3/14,114 coalition domains; 7 x-vertices; 4 base dual vertices
58646110038576,4,2 2 2 1 2 2 1 1,1 2 3 5 6 7 8,7,0.0666666666667,125 | 356 | 1246 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 4 5,6,3/14,1/4,107 coalition domains; 7 x-vertices; 3 base dual vertices
58646228274236,4,2 2 2 2 2 1 1 2,1 2 3 4 5 6 7,7,0.0666666666667,124 | 345 | 1258 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 4 5,5,3/14,1/4,89 coalition domains; 7 x-vertices; 3 base dual vertices
58713722210864,4,2 2 2 2 2 1 1 1,1 2 3 4 5 6 7 8,8,0.0909090909091,135 | 245 | 126 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,1 3 4 5,5,1/10,3/10,105 coalition domains; 9 x-vertices; 5 base dual vertices
58713873493048,4,2 2 2 2 1 2 1 1,1 2 3 4 5 6 7,7,0.0666666666667,134 | 246 | 125 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 3 5 6,6,3/14,1/4,93 coalition domains; 7 x-vertices; 3 base dual vertices
62832579070512,4,2 1 2 2 2 1 1 1,1 2 3 4 5 6 7 8,8,0.0909090909091,345 | 125 | 136 | 147 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 3 4,8,1/10,3/14,125 coalition domains; 9 x-vertices; 4 base dual vertices
62900207245938,4,2 2 1 1 0 2 2 2,1 2 3 4 6 7 8,7,0.0666666666667,267 | 128 | 136 | 147 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 3 6,4,1/12,1/4,104 coalition domains; 7 x-vertices; 4 base dual vertices
62908864813680,4,2 2 2 2 1 2 2 1,1 2 5 6 7 8,6,0.0714285714286,267 | 125 | 1346 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,1 2 4 5,6,3/14,5/14,101 coalition domains; 7 x-vertices; 4 base dual vertices
62908966280252,4,2 2 2 1 2 2 1 2,1 2 3 4 5 6 7,7,0.0666666666667,256 | 124 | 1358 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 2 4 5,5,3/14,5/14,92 coalition domains; 7 x-vertices; 4 base dual vertices
63043200519218,4,2 2 2 2 1 1 1 2,1 2 3 4 5 6 8,7,0.0666666666667,234 | 148 | 125 | 136 | 2378 | 45678,fixed coalitionwise price-saturation,1 3 4 6,8,3/14,1/3,107 coalition domains; 7 x-vertices; 4 base dual vertices
63111835834928,4,2 2 2 2 2 2 1 1,1 2 3 5 6 7 8,7,0.0666666666667,356 | 1245 | 1246 | 1347 | 2348 | 5678,fixed coalitionwise price-saturation,2 3 4 6,3,1/7,5/14,108 coalition domains; 7 x-vertices; 5 base dual vertices
63111920258110,4,2 2 2 2 2 1 1 3,1 2 3 4 5 6 7,7,0.0666666666667,345 | 1248 | 1258 | 1368 | 2378 | 45678,fixed coalitionwise price-saturation,1 3 4 5,4,3/14,5/14,79 coalition domains; 7 x-vertices; 3 base dual vertices
